method, generation, latency, ar
surrogate, 1, 920.0, 0.95
surrogate, 1, 51.0, 0.9166666666666666
surrogate, 2, 920.0, 0.95
surrogate, 2, 584.0, 0.9333333333333333
surrogate, 2, 51.0, 0.9166666666666666
surrogate, 2, 42.0, 0.85
surrogate, 3, 920.0, 0.95
surrogate, 3, 584.0, 0.9333333333333333
surrogate, 3, 51.0, 0.9166666666666666
surrogate, 3, 42.0, 0.85
surrogate, 3, 39.0, 0.7833333333333333
surrogate, 4, 959.0, 0.9666666666666667
surrogate, 4, 920.0, 0.95
surrogate, 4, 584.0, 0.9333333333333333
surrogate, 4, 51.0, 0.9166666666666666
surrogate, 4, 42.0, 0.85
surrogate, 4, 39.0, 0.7833333333333333
surrogate, 5, 959.0, 0.9666666666666667
surrogate, 5, 920.0, 0.95
surrogate, 5, 584.0, 0.9333333333333333
surrogate, 5, 51.0, 0.9166666666666666
surrogate, 5, 42.0, 0.85
surrogate, 5, 39.0, 0.8333333333333334
surrogate, 6, 959.0, 0.9666666666666667
surrogate, 6, 50.0, 0.95
surrogate, 6, 41.0, 0.85
surrogate, 6, 39.0, 0.8333333333333334
