method, generation, latency, ar
surrogate, 1, 62.0, 0.8875
surrogate, 1, 60.0, 0.875
surrogate, 1, 56.0, 0.8375
surrogate, 2, 62.0, 0.9125
surrogate, 2, 56.0, 0.9
surrogate, 3, 62.0, 0.925
surrogate, 3, 56.0, 0.9
surrogate, 4, 62.0, 0.925
surrogate, 4, 56.0, 0.9
surrogate, 5, 62.0, 0.925
surrogate, 5, 56.0, 0.9
surrogate, 6, 62.0, 0.925
surrogate, 6, 56.0, 0.9
surrogate, 7, 62.0, 0.9375
surrogate, 7, 60.0, 0.925
surrogate, 7, 56.0, 0.9
surrogate, 7, 52.0, 0.85
surrogate, 8, 62.0, 0.9375
surrogate, 8, 60.0, 0.925
surrogate, 8, 56.0, 0.9
surrogate, 8, 56.0, 0.9
surrogate, 8, 52.0, 0.85
surrogate, 8, 48.0, 0.825
surrogate, 9, 62.0, 0.9375
surrogate, 9, 60.0, 0.925
surrogate, 9, 56.0, 0.9
surrogate, 9, 56.0, 0.9
surrogate, 9, 52.0, 0.85
surrogate, 9, 48.0, 0.825
surrogate, 10, 62.0, 0.9375
surrogate, 10, 60.0, 0.925
surrogate, 10, 56.0, 0.9
surrogate, 10, 56.0, 0.9
surrogate, 10, 53.0, 0.8625
surrogate, 10, 52.0, 0.85
surrogate, 10, 46.0, 0.8375
surrogate, 10, 34.0, 0.7625
surrogate, 11, 62.0, 0.9375
surrogate, 11, 60.0, 0.925
surrogate, 11, 56.0, 0.9
surrogate, 11, 56.0, 0.9
surrogate, 11, 53.0, 0.8625
surrogate, 11, 52.0, 0.85
surrogate, 11, 46.0, 0.8375
surrogate, 11, 34.0, 0.7625
surrogate, 12, 60.0, 0.9375
surrogate, 12, 56.0, 0.9
surrogate, 12, 56.0, 0.9
surrogate, 12, 53.0, 0.8625
surrogate, 12, 52.0, 0.85
surrogate, 12, 46.0, 0.8375
surrogate, 12, 34.0, 0.7625
surrogate, 13, 60.0, 0.9375
surrogate, 13, 56.0, 0.9
surrogate, 13, 56.0, 0.9
surrogate, 13, 53.0, 0.8625
surrogate, 13, 52.0, 0.85
surrogate, 13, 46.0, 0.8375
surrogate, 13, 34.0, 0.7625
surrogate, 14, 64.0, 0.95
surrogate, 14, 60.0, 0.9375
surrogate, 14, 56.0, 0.9
surrogate, 14, 56.0, 0.9
surrogate, 14, 56.0, 0.9
surrogate, 14, 53.0, 0.8625
surrogate, 14, 52.0, 0.85
surrogate, 14, 46.0, 0.8375
surrogate, 14, 34.0, 0.7625
emulator, 15, 68.0, 0.95
