method, generation, latency, ar
surrogate, 1, 45.0, 0.875
surrogate, 1, 43.0, 0.85
surrogate, 2, 46.0, 0.8875
surrogate, 2, 45.0, 0.875
surrogate, 2, 44.0, 0.8625
surrogate, 2, 43.0, 0.85
surrogate, 2, 39.0, 0.8125
surrogate, 3, 46.0, 0.8875
surrogate, 3, 45.0, 0.875
surrogate, 3, 44.0, 0.8625
surrogate, 3, 44.0, 0.8625
surrogate, 3, 39.0, 0.85
surrogate, 4, 46.0, 0.8875
surrogate, 4, 45.0, 0.875
surrogate, 4, 39.0, 0.8625
surrogate, 4, 38.0, 0.8
surrogate, 4, 38.0, 0.8
surrogate, 5, 46.0, 0.8875
surrogate, 5, 45.0, 0.875
surrogate, 5, 39.0, 0.8625
surrogate, 5, 38.0, 0.8
surrogate, 5, 38.0, 0.8
surrogate, 6, 46.0, 0.8875
surrogate, 6, 45.0, 0.875
surrogate, 6, 39.0, 0.8625
surrogate, 6, 38.0, 0.8
surrogate, 6, 38.0, 0.8
surrogate, 6, 38.0, 0.8
surrogate, 7, 46.0, 0.8875
surrogate, 7, 45.0, 0.875
surrogate, 7, 45.0, 0.875
surrogate, 7, 39.0, 0.8625
surrogate, 7, 38.0, 0.8125
surrogate, 8, 43.0, 0.9
surrogate, 8, 41.0, 0.875
surrogate, 8, 41.0, 0.875
surrogate, 8, 39.0, 0.8625
surrogate, 8, 38.0, 0.8125
surrogate, 9, 43.0, 0.9
surrogate, 9, 41.0, 0.875
surrogate, 9, 41.0, 0.875
surrogate, 9, 39.0, 0.8625
surrogate, 9, 38.0, 0.8125
surrogate, 9, 37.0, 0.775
surrogate, 10, 43.0, 0.9
surrogate, 10, 41.0, 0.875
surrogate, 10, 41.0, 0.875
surrogate, 10, 39.0, 0.8625
surrogate, 10, 38.0, 0.8125
surrogate, 10, 37.0, 0.775
surrogate, 11, 46.0, 0.9125
surrogate, 11, 43.0, 0.9
surrogate, 11, 41.0, 0.875
surrogate, 11, 41.0, 0.875
surrogate, 11, 39.0, 0.8625
surrogate, 11, 38.0, 0.8125
surrogate, 11, 38.0, 0.8125
surrogate, 11, 37.0, 0.775
surrogate, 12, 39.0, 0.9125
surrogate, 12, 38.0, 0.8125
surrogate, 12, 38.0, 0.8125
surrogate, 12, 37.0, 0.775
surrogate, 13, 39.0, 0.9125
surrogate, 13, 38.0, 0.8125
surrogate, 13, 38.0, 0.8125
surrogate, 13, 38.0, 0.8125
surrogate, 13, 37.0, 0.7875
surrogate, 14, 39.0, 0.9125
surrogate, 14, 38.0, 0.8125
surrogate, 14, 38.0, 0.8125
surrogate, 14, 38.0, 0.8125
surrogate, 14, 37.0, 0.7875
surrogate, 15, 39.0, 0.9125
surrogate, 15, 38.0, 0.8125
surrogate, 15, 38.0, 0.8125
surrogate, 15, 38.0, 0.8125
surrogate, 15, 37.0, 0.7875
surrogate, 16, 39.0, 0.9125
surrogate, 16, 39.0, 0.9125
surrogate, 16, 38.0, 0.8125
surrogate, 16, 38.0, 0.8125
surrogate, 16, 38.0, 0.8125
surrogate, 16, 37.0, 0.7875
surrogate, 17, 39.0, 0.9125
surrogate, 17, 39.0, 0.9125
surrogate, 17, 38.0, 0.8125
surrogate, 17, 38.0, 0.8125
surrogate, 17, 38.0, 0.8125
surrogate, 17, 38.0, 0.8125
surrogate, 17, 37.0, 0.7875
surrogate, 18, 39.0, 0.9125
surrogate, 18, 39.0, 0.9125
surrogate, 18, 38.0, 0.8125
surrogate, 18, 38.0, 0.8125
surrogate, 18, 38.0, 0.8125
surrogate, 18, 38.0, 0.8125
surrogate, 18, 37.0, 0.7875
surrogate, 19, 39.0, 0.9125
surrogate, 19, 39.0, 0.9125
surrogate, 19, 38.0, 0.8125
surrogate, 19, 38.0, 0.8125
surrogate, 19, 38.0, 0.8125
surrogate, 19, 38.0, 0.8125
surrogate, 19, 37.0, 0.7875
surrogate, 20, 39.0, 0.9125
surrogate, 20, 39.0, 0.9125
surrogate, 20, 38.0, 0.8125
surrogate, 20, 38.0, 0.8125
surrogate, 20, 38.0, 0.8125
surrogate, 20, 38.0, 0.8125
surrogate, 20, 37.0, 0.7875
surrogate, 21, 39.0, 0.9125
surrogate, 21, 39.0, 0.9125
surrogate, 21, 38.0, 0.9
surrogate, 21, 37.0, 0.7875
surrogate, 22, 39.0, 0.9125
surrogate, 22, 39.0, 0.9125
surrogate, 22, 38.0, 0.9
surrogate, 22, 37.0, 0.7875
surrogate, 23, 39.0, 0.9125
surrogate, 23, 39.0, 0.9125
surrogate, 23, 38.0, 0.9
surrogate, 23, 37.0, 0.7875
surrogate, 24, 39.0, 0.9125
surrogate, 24, 39.0, 0.9125
