method, generation, latency, ar
surrogate, 1, 51.0, 0.9
surrogate, 1, 50.0, 0.875
surrogate, 1, 48.0, 0.85
surrogate, 1, 46.0, 0.8
surrogate, 2, 49.0, 0.925
surrogate, 2, 49.0, 0.925
surrogate, 2, 47.0, 0.875
surrogate, 2, 46.0, 0.8
surrogate, 3, 49.0, 0.925
surrogate, 3, 49.0, 0.925
surrogate, 3, 49.0, 0.925
surrogate, 3, 47.0, 0.9
surrogate, 3, 46.0, 0.8
surrogate, 4, 48.0, 0.925
surrogate, 4, 47.0, 0.9
surrogate, 4, 45.0, 0.825
surrogate, 5, 46.0, 0.95
surrogate, 5, 45.0, 0.825
emulator, 6, 49.0, 0.95
