method, generation, latency, ar
surrogate, 1, 49.0, 0.925
surrogate, 1, 46.0, 0.875
surrogate, 2, 49.0, 0.925
surrogate, 2, 46.0, 0.875
surrogate, 2, 45.0, 0.625
surrogate, 3, 49.0, 0.925
surrogate, 3, 46.0, 0.875
surrogate, 3, 45.0, 0.625
surrogate, 4, 49.0, 0.925
surrogate, 4, 46.0, 0.875
surrogate, 4, 46.0, 0.875
surrogate, 4, 45.0, 0.625
surrogate, 5, 49.0, 0.925
surrogate, 5, 46.0, 0.875
surrogate, 5, 46.0, 0.875
surrogate, 5, 45.0, 0.85
surrogate, 5, 43.0, 0.8
surrogate, 6, 49.0, 0.925
surrogate, 6, 44.0, 0.9
surrogate, 6, 43.0, 0.8
surrogate, 7, 49.0, 0.925
surrogate, 7, 49.0, 0.925
surrogate, 7, 44.0, 0.9
surrogate, 7, 43.0, 0.8
surrogate, 8, 48.0, 0.925
surrogate, 8, 44.0, 0.9
surrogate, 8, 43.0, 0.8
surrogate, 9, 48.0, 0.925
surrogate, 9, 48.0, 0.925
surrogate, 9, 44.0, 0.9
surrogate, 9, 43.0, 0.8
surrogate, 9, 43.0, 0.8
surrogate, 10, 44.0, 0.925
surrogate, 10, 43.0, 0.8
surrogate, 10, 43.0, 0.8
surrogate, 11, 44.0, 0.925
surrogate, 11, 43.0, 0.8
surrogate, 11, 43.0, 0.8
surrogate, 12, 44.0, 0.925
surrogate, 12, 44.0, 0.925
surrogate, 12, 43.0, 0.8
surrogate, 12, 43.0, 0.8
surrogate, 13, 49.0, 0.95
surrogate, 13, 44.0, 0.925
surrogate, 13, 44.0, 0.925
surrogate, 13, 43.0, 0.8
surrogate, 13, 43.0, 0.8
emulator, 14, 52.0, 0.95
